"Date","IUDMNPY","IUDSNPY"
"16 Nov 17","1.3495","0.7808"
"15 Nov 17","1.3352","0.7615"
"14 Nov 17","1.3589","0.7754"
"13 Nov 17","1.3773","0.7953"
"10 Nov 17","1.3864","0.8"
"09 Nov 17","1.3089","0.7394"
"08 Nov 17","1.2573","0.6958"
"07 Nov 17","1.2871","0.7112"
"06 Nov 17","1.3031","0.722"
"03 Nov 17","1.31","0.7263"
"02 Nov 17","1.3079","0.7117"
"01 Nov 17","1.3905","0.8187"
"31 Oct 17","1.376","0.7894"
"30 Oct 17","1.3713","0.7808"
"27 Oct 17","1.3976","0.8058"
"26 Oct 17","1.4393","0.8439"
"25 Oct 17","1.4481","0.8582"
"24 Oct 17","1.3898","0.7982"
"23 Oct 17","1.3471","0.7583"
"20 Oct 17","1.3662","0.7713"
"19 Oct 17","1.3097","0.7271"
"18 Oct 17","1.3479","0.7611"
"17 Oct 17","1.3169","0.7308"
"16 Oct 17","1.3712","0.7844"
"13 Oct 17","1.3964","0.8049"
"12 Oct 17","1.4059","0.8023"
"11 Oct 17","1.4053","0.7915"
"10 Oct 17","1.3925","0.7743"
"09 Oct 17","1.385","0.7578"
"06 Oct 17","1.3927","0.765"
"05 Oct 17","1.4105","0.7928"
"04 Oct 17","1.393","0.7827"
"03 Oct 17","1.3809","0.7789"
"02 Oct 17","1.3526","0.7555"
"29 Sep 17","1.3828","0.7836"
"28 Sep 17","1.4052","0.8005"
"27 Sep 17","1.4059","0.8012"
"26 Sep 17","1.3611","0.7638"
"25 Sep 17","1.3593","0.7524"
"22 Sep 17","1.3876","0.7746"
"21 Sep 17","1.3923","0.7762"
"20 Sep 17","1.3584","0.7441"
"19 Sep 17","1.3585","0.7379"
"18 Sep 17","1.3343","0.7208"
"15 Sep 17","1.3491","0.7402"
"14 Sep 17","1.2535","0.6412"
"13 Sep 17","1.1833","0.5542"
"12 Sep 17","1.1825","0.5533"
"11 Sep 17","1.0796","0.4583"
"08 Sep 17","1.0343","0.4045"
"07 Sep 17","0.9998","0.3642"
"06 Sep 17","1.0439","0.393"
"05 Sep 17","1.0564","0.4063"
"04 Sep 17","1.092","0.4288"
"01 Sep 17","1.0952","0.4331"
"31 Aug 17","1.0688","0.4129"
"30 Aug 17","1.0721","0.4169"
"29 Aug 17","1.0346","0.3926"
"25 Aug 17","1.0846","0.4297"
"24 Aug 17","1.0887","0.4395"
"23 Aug 17","1.0822","0.4379"
"22 Aug 17","1.1135","0.4619"
"21 Aug 17","1.0969","0.4564"
"18 Aug 17","1.1104","0.4603"
"17 Aug 17","1.1259","0.471"
"16 Aug 17","1.1352","0.4778"
"15 Aug 17","1.1139","0.4578"
"14 Aug 17","1.1045","0.4494"
"11 Aug 17","1.0877","0.4356"
"10 Aug 17","1.1013","0.4467"
"09 Aug 17","1.1243","0.454"
"08 Aug 17","1.1728","0.49"
"07 Aug 17","1.1611","0.478"
"04 Aug 17","1.1877","0.5053"
"03 Aug 17","1.1792","0.4903"
"02 Aug 17","1.258","0.5572"
"01 Aug 17","1.2261","0.5293"
"31 Jul 17","1.2454","0.5456"
"28 Jul 17","1.2379","0.5301"
"27 Jul 17","1.2205","0.5096"
"26 Jul 17","1.2483","0.5445"
"25 Jul 17","1.2687","0.5758"
"24 Jul 17","1.2057","0.5279"
"21 Jul 17","1.198","0.5214"
"20 Jul 17","1.2354","0.5532"
"19 Jul 17","1.212","0.5315"
"18 Jul 17","1.2401","0.5556"
"17 Jul 17","1.3008","0.6099"
"14 Jul 17","1.3375","0.6415"
"13 Jul 17","1.3182","0.6309"
"12 Jul 17","1.2907","0.6081"
"11 Jul 17","1.3073","0.615"
"10 Jul 17","1.2988","0.6003"
"07 Jul 17","1.3308","0.6307"
"06 Jul 17","1.3466","0.6565"
"05 Jul 17","1.281","0.5917"
"04 Jul 17","1.2754","0.6123"
"03 Jul 17","1.2991","0.6372"
"30 Jun 17","1.284","0.6268"
"29 Jun 17","1.2716","0.6181"
"28 Jun 17","1.1851","0.537"
"27 Jun 17","1.1178","0.4756"
"26 Jun 17","1.0623","0.4354"
"23 Jun 17","1.0655","0.4384"
"22 Jun 17","1.0507","0.416"
"21 Jun 17","1.0567","0.4106"
"20 Jun 17","1.0409","0.3746"
"19 Jun 17","1.0639","0.406"
"16 Jun 17","1.0588","0.3916"
"15 Jun 17","1.0745","0.4101"
"14 Jun 17","0.9862","0.2984"
"13 Jun 17","1.0702","0.3803"
"12 Jun 17","1.024","0.3301"
"09 Jun 17","1.054","0.3603"
"08 Jun 17","1.0758","0.3892"
"07 Jun 17","1.024","0.363"
"06 Jun 17","1.0286","0.3625"
"05 Jun 17","1.0885","0.4035"
"02 Jun 17","1.084","0.4024"
"01 Jun 17","1.0947","0.4122"
"31 May 17","1.0607","0.3815"
"30 May 17","1.0316","0.3525"
"26 May 17","1.0439","0.3652"
"25 May 17","1.0709","0.389"
"24 May 17","1.0971","0.4032"
"23 May 17","1.0942","0.4037"
"22 May 17","1.1071","0.4084"
"19 May 17","1.1108","0.4166"
"18 May 17","1.089","0.4"
"17 May 17","1.094","0.4028"
"16 May 17","1.1391","0.4319"
"15 May 17","1.1491","0.432"
"12 May 17","1.116","0.4102"
"11 May 17","1.1869","0.4615"
"10 May 17","1.1912","0.4773"
"09 May 17","1.2207","0.5004"
"08 May 17","1.1683","0.4615"
"05 May 17","1.145","0.4462"
"04 May 17","1.1371","0.4313"
"03 May 17","1.1005","0.4002"
"02 May 17","1.1139","0.41"
"28 Apr 17","1.1015","0.3971"
"27 Apr 17","1.0865","0.3863"
"26 Apr 17","1.1072","0.412"
"25 Apr 17","1.1024","0.4171"
"24 Apr 17","1.0885","0.4053"
"21 Apr 17","1.0554","0.3868"
"20 Apr 17","1.0803","0.4194"
"19 Apr 17","1.0768","0.4234"
"18 Apr 17","1.0481","0.3913"
"13 Apr 17","1.0556","0.3931"
"12 Apr 17","1.0619","0.3889"
"11 Apr 17","1.0587","0.386"
"10 Apr 17","1.0962","0.4179"
"07 Apr 17","1.0816","0.4193"
"06 Apr 17","1.0985","0.4378"
"05 Apr 17","1.0945","0.429"
"04 Apr 17","1.0618","0.407"
"03 Apr 17","1.0644","0.4009"
"31 Mar 17","1.122","0.4392"
"30 Mar 17","1.1171","0.4402"
"29 Mar 17","1.1504","0.4838"
"28 Mar 17","1.1838","0.5149"
"27 Mar 17","1.1695","0.5055"
"24 Mar 17","1.1944","0.5116"
"23 Mar 17","1.2142","0.5076"
"22 Mar 17","1.1631","0.4545"
"21 Mar 17","1.239","0.5063"
"20 Mar 17","1.2211","0.46"
"17 Mar 17","1.2236","0.4597"
"16 Mar 17","1.2333","0.4645"
"15 Mar 17","1.2118","0.432"
"14 Mar 17","1.2269","0.4595"
"13 Mar 17","1.241","0.4839"
"10 Mar 17","1.2307","0.4865"
"09 Mar 17","1.2015","0.4635"
"08 Mar 17","1.2149","0.4651"
"07 Mar 17","1.1684","0.4355"
"06 Mar 17","1.195","0.4589"
"03 Mar 17","1.1764","0.4452"
"02 Mar 17","1.1882","0.4633"
"01 Mar 17","1.1749","0.4589"
"28 Feb 17","1.1227","0.4161"
"27 Feb 17","1.1345","0.4219"
"24 Feb 17","1.1391","0.4302"
"23 Feb 17","1.2115","0.4748"
"22 Feb 17","1.2621","0.5061"
"21 Feb 17","1.304","0.5447"
"20 Feb 17","1.2833","0.5276"
"17 Feb 17","1.2698","0.523"
"16 Feb 17","1.315","0.5609"
"15 Feb 17","1.366","0.6076"
"14 Feb 17","1.3686","0.6175"
"13 Feb 17","1.3494","0.6067"
"10 Feb 17","1.3265","0.5886"
"09 Feb 17","1.2911","0.5605"
"08 Feb 17","1.2828","0.5536"
"07 Feb 17","1.3494","0.5893"
"06 Feb 17","1.3797","0.6119"
"03 Feb 17","1.4169","0.6439"
"02 Feb 17","1.439","0.6703"
"01 Feb 17","1.5051","0.7384"
"31 Jan 17","1.4604","0.7051"
"30 Jan 17","1.4837","0.718"
"27 Jan 17","1.5082","0.7303"
"26 Jan 17","1.5458","0.7614"
"25 Jan 17","1.4995","0.7205"
"24 Jan 17","1.4235","0.6739"
"23 Jan 17","1.4243","0.6761"
"20 Jan 17","1.4628","0.7139"
"19 Jan 17","1.4344","0.6927"
"18 Jan 17","1.3701","0.6382"
"17 Jan 17","1.3475","0.6156"
"16 Jan 17","1.3717","0.6245"
"13 Jan 17","1.4077","0.6577"
"12 Jan 17","1.3417","0.6111"
"11 Jan 17","1.4023","0.6579"
"10 Jan 17","1.401","0.6662"
"09 Jan 17","1.3956","0.6546"
"06 Jan 17","1.4195","0.6742"
"05 Jan 17","1.3695","0.6251"
"04 Jan 17","1.3754","0.6221"
"03 Jan 17","1.3825","0.6244"
"30 Dec 16","1.2817","0.5349"
"29 Dec 16","1.2726","0.5337"
"28 Dec 16","1.3445","0.5785"
"23 Dec 16","1.3852","0.6028"
"22 Dec 16","1.4132","0.6264"
"21 Dec 16","1.4201","0.6325"
"20 Dec 16","1.4629","0.6723"
"19 Dec 16","1.4538","0.6696"
"16 Dec 16","1.4982","0.7056"
"15 Dec 16","1.5469","0.7224"
"14 Dec 16","1.4329","0.6323"
"13 Dec 16","1.4754","0.6666"
"12 Dec 16","1.5287","0.7032"
"09 Dec 16","1.4809","0.6713"
"08 Dec 16","1.4287","0.6327"
"07 Dec 16","1.4129","0.6297"
"06 Dec 16","1.458","0.6609"
"05 Dec 16","1.4421","0.6424"
"02 Dec 16","1.4215","0.632"
"01 Dec 16","1.5127","0.6969"
"30 Nov 16","1.4528","0.6576"
"29 Nov 16","1.429","0.6378"
"28 Nov 16","1.4202","0.6334"
"25 Nov 16","1.4593","0.6753"
"24 Nov 16","1.4743","0.6965"
"23 Nov 16","1.5066","0.7279"
"22 Nov 16","1.4358","0.6942"
"21 Nov 16","1.4608","0.7236"
"18 Nov 16","1.5055","0.7561"
"17 Nov 16","1.428","0.7106"
"16 Nov 16","1.4394","0.723"
"15 Nov 16","1.4112","0.6999"
"14 Nov 16","1.4687","0.7409"
"11 Nov 16","1.3956","0.7005"
"10 Nov 16","1.3771","0.687"
"09 Nov 16","1.2732","0.6063"
"08 Nov 16","1.2689","0.6085"
"07 Nov 16","1.2311","0.5706"
"04 Nov 16","1.1745","0.5295"
"03 Nov 16","1.2473","0.5875"
"02 Nov 16","1.2235","0.568"
"01 Nov 16","1.316","0.6498"
"31 Oct 16","1.2705","0.6232"
"28 Oct 16","1.2888","0.6466"
"27 Oct 16","1.271","0.637"
"26 Oct 16","1.1894","0.5824"
"25 Oct 16","1.1092","0.5138"
"24 Oct 16","1.1211","0.5217"
"21 Oct 16","1.1074","0.511"
"20 Oct 16","1.1118","0.5036"
"19 Oct 16","1.11","0.4999"
"18 Oct 16","1.1142","0.4962"
"17 Oct 16","1.1492","0.5151"
"14 Oct 16","1.1298","0.5075"
"13 Oct 16","1.0457","0.4411"
"12 Oct 16","1.0738","0.4615"
"11 Oct 16","1.0221","0.4228"
"10 Oct 16","1.0493","0.4464"
"07 Oct 16","1.0016","0.3882"
"06 Oct 16","0.9604","0.3275"
"05 Oct 16","0.8503","0.2849"
"04 Oct 16","0.8246","0.2788"
"03 Oct 16","0.8369","0.2378"
"30 Sep 16","0.8233","0.2701"
"29 Sep 16","0.7993","0.2332"
"28 Sep 16","0.7122","0.2009"
"27 Sep 16","0.7317","0.2007"
"26 Sep 16","0.779","0.2152"
"23 Sep 16","0.8282","0.237"
"22 Sep 16","0.7679","0.231"
"21 Sep 16","0.8393","0.2797"
"20 Sep 16","0.8325","0.2763"
"19 Sep 16","0.9508","0.3229"
"16 Sep 16","0.9081","0.3195"
"15 Sep 16","0.923","0.3443"
"14 Sep 16","0.9155","0.3528"
"13 Sep 16","0.9136","0.3559"
"12 Sep 16","0.8867","0.3313"
"09 Sep 16","0.8856","0.339"
"08 Sep 16","0.8245","0.2766"
"07 Sep 16","0.7371","0.2131"
"06 Sep 16","0.7453","0.2253"
"05 Sep 16","0.7838","0.2593"
"02 Sep 16","0.8104","0.2789"
"01 Sep 16","0.737","0.2426"
"31 Aug 16","0.7286","0.2244"
"30 Aug 16","0.7281","0.2425"
"26 Aug 16","0.7006","0.2336"
"25 Aug 16","0.7379","0.2417"
"24 Aug 16","0.7403","0.2455"
"23 Aug 16","0.7054","0.2246"
"22 Aug 16","0.6744","0.2173"
"19 Aug 16","0.7522","0.2678"
"18 Aug 16","0.7556","0.2103"
"17 Aug 16","0.7551","0.1877"
"16 Aug 16","0.7883","0.2465"
"15 Aug 16","0.639","0.178"
"12 Aug 16","0.6119","0.1628"
"11 Aug 16","0.6258","0.1723"
"10 Aug 16","0.6401","0.1451"
"09 Aug 16","0.689","0.1686"
"08 Aug 16","0.7146","0.1635"
"05 Aug 16","0.7985","0.2142"
"04 Aug 16","0.7589","0.1893"
"03 Aug 16","0.929","0.3358"
"02 Aug 16","0.9789","0.3533"
"01 Aug 16","0.8741","0.2967"
"29 Jul 16","0.8623","0.2656"
"28 Jul 16","0.8379","0.2782"
"27 Jul 16","0.902","0.2939"
"26 Jul 16","1.0163","0.354"
"25 Jul 16","0.9764","0.3238"
"22 Jul 16","0.9781","0.336"
"21 Jul 16","0.9963","0.3781"
"20 Jul 16","0.9912","0.3782"
"19 Jul 16","0.9864","0.3729"
"18 Jul 16","0.9781","0.3614"
"15 Jul 16","0.9702","0.3646"
"14 Jul 16","0.9543","0.3494"
"13 Jul 16","0.9325","0.3078"
"12 Jul 16","1.0013","0.3745"
"11 Jul 16","0.9295","0.3445"
"08 Jul 16","0.9366","0.316"
"07 Jul 16","0.9763","0.339"
"06 Jul 16","0.938","0.3252"
"05 Jul 16","0.9482","0.3184"
"04 Jul 16","0.9797","0.3527"
"01 Jul 16","1.0032","0.3842"
"30 Jun 16","1.0416","0.3749"
"29 Jun 16","1.0966","0.3972"
"28 Jun 16","1.1325","0.4183"
"27 Jun 16","1.1293","0.3916"
"24 Jun 16","1.2183","0.5437"
"23 Jun 16","1.4829","0.8421"
"22 Jun 16","1.4444","0.8075"
"21 Jun 16","1.4087","0.7852"
"20 Jun 16","1.3717","0.7462"
"17 Jun 16","1.2698","0.6431"
"16 Jun 16","1.2254","0.5996"
"15 Jun 16","1.2391","0.6128"
"14 Jun 16","1.2537","0.62"
"13 Jun 16","1.3338","0.6963"
"10 Jun 16","1.3402","0.7086"
"09 Jun 16","1.3532","0.7108"
"08 Jun 16","1.3661","0.7162"
"07 Jun 16","1.3818","0.697"
"06 Jun 16","1.4026","0.7062"
"03 Jun 16","1.3959","0.7052"
"02 Jun 16","1.4596","0.7701"
"01 Jun 16","1.4845","0.8026"
"31 May 16","1.5465","0.8682"
"27 May 16","1.5477","0.8739"
"26 May 16","1.5241","0.8461"
"25 May 16","1.5566","0.8795"
"24 May 16","1.5807","0.8931"
"23 May 16","1.5661","0.8587"
"20 May 16","1.5686","0.8556"
"19 May 16","1.5382","0.8231"
"18 May 16","1.5414","0.8182"
"17 May 16","1.4701","0.7472"
"16 May 16","1.4966","0.768"
"13 May 16","1.4772","0.747"
"12 May 16","1.5058","0.7698"
"11 May 16","1.4952","0.756"
"10 May 16","1.5022","0.7566"
"09 May 16","1.514","0.7719"
"06 May 16","1.5145","0.7829"
"05 May 16","1.5672","0.8272"
"04 May 16","1.6128","0.8701"
"03 May 16","1.6062","0.8811"
"29 Apr 16","1.678","0.9423"
"28 Apr 16","1.6751","0.9407"
"27 Apr 16","1.6997","0.9592"
"26 Apr 16","1.7373","0.984"
"25 Apr 16","1.6824","0.9303"
"22 Apr 16","1.6808","0.9166"
"21 Apr 16","1.6619","0.9004"
"20 Apr 16","1.5529","0.8085"
"19 Apr 16","1.6074","0.8525"
"18 Apr 16","1.5645","0.8156"
"15 Apr 16","1.5074","0.7676"
"14 Apr 16","1.5332","0.7881"
"13 Apr 16","1.5202","0.7748"
"12 Apr 16","1.533","0.7807"
"11 Apr 16","1.4858","0.7316"
"08 Apr 16","1.4581","0.7083"
"07 Apr 16","1.4141","0.6742"
"06 Apr 16","1.4718","0.7269"
"05 Apr 16","1.4568","0.7257"
"04 Apr 16","1.5096","0.7728"
"01 Apr 16","1.5143","0.7797"
"31 Mar 16","1.4963","0.7755"
"30 Mar 16","1.534","0.8221"
"29 Mar 16","1.4995","0.7963"
"24 Mar 16","1.5421","0.8312"
"23 Mar 16","1.5251","0.8061"
"22 Mar 16","1.5309","0.8108"
"21 Mar 16","1.5515","0.8319"
"18 Mar 16","1.5357","0.8198"
"17 Mar 16","1.5313","0.8172"
"16 Mar 16","1.5895","0.8755"
"15 Mar 16","1.6017","0.8958"
"14 Mar 16","1.6179","0.9263"
"11 Mar 16","1.6466","0.9472"
"10 Mar 16","1.6017","0.8915"
"09 Mar 16","1.5468","0.8193"
"08 Mar 16","1.445","0.7346"
"07 Mar 16","1.5493","0.803"
"04 Mar 16","1.5605","0.816"
"03 Mar 16","1.5184","0.7841"
"02 Mar 16","1.5296","0.7832"
"01 Mar 16","1.4574","0.7143"
"29 Feb 16","1.4032","0.6628"
"26 Feb 16","1.479","0.731"
"25 Feb 16","1.4392","0.7006"
"24 Feb 16","1.4185","0.6946"
"23 Feb 16","1.4931","0.7634"
"22 Feb 16","1.467","0.7556"
"19 Feb 16","1.4707","0.7634"
"18 Feb 16","1.5042","0.7917"
"17 Feb 16","1.5463","0.8286"
"16 Feb 16","1.4876","0.7884"
"15 Feb 16","1.4856","0.799"
"12 Feb 16","1.4639","0.7847"
"11 Feb 16","1.3437","0.6538"
"10 Feb 16","1.4853","0.7952"
"09 Feb 16","1.4774","0.7753"
"08 Feb 16","1.4691","0.7613"
"05 Feb 16","1.6277","0.9105"
"04 Feb 16","1.6265","0.9057"
"03 Feb 16","1.5732","0.8707"
"02 Feb 16","1.6158","0.915"
"01 Feb 16","1.6898","0.9855"
"29 Jan 16","1.6305","0.9225"
"28 Jan 16","1.7221","1.0322"
"27 Jan 16","1.749","1.0604"
"26 Jan 16","1.751","1.0622"
"25 Jan 16","1.7453","1.0532"
"22 Jan 16","1.7781","1.086"
"21 Jan 16","1.7362","1.046"
"20 Jan 16","1.6871","1.0009"
"19 Jan 16","1.7668","1.0639"
"18 Jan 16","1.7471","1.0385"
"15 Jan 16","1.7092","1.0032"
"14 Jan 16","1.7841","1.0889"
"13 Jan 16","1.7974","1.1074"
"12 Jan 16","1.8089","1.1258"
"11 Jan 16","1.8269","1.1404"
"08 Jan 16","1.823","1.1407"
"07 Jan 16","1.8662","1.1843"
"06 Jan 16","1.8539","1.1794"
"05 Jan 16","1.938","1.2526"
"04 Jan 16","1.9456","1.264"
"31 Dec 15","2.0248","1.3385"
"30 Dec 15","2.0565","1.3662"
"29 Dec 15","1.9735","1.2941"
"24 Dec 15","1.9761","1.2899"
"23 Dec 15","1.9944","1.3053"
"22 Dec 15","1.9401","1.2641"
"21 Dec 15","1.88","1.2122"
"18 Dec 15","1.8963","1.2237"
"17 Dec 15","1.9067","1.2287"
"16 Dec 15","1.9928","1.2953"
"15 Dec 15","1.9907","1.303"
"14 Dec 15","1.8658","1.1983"
"11 Dec 15","1.8528","1.1866"
"10 Dec 15","1.8941","1.2283"
"09 Dec 15","1.9211","1.2458"
"08 Dec 15","1.857","1.1964"
"07 Dec 15","1.8619","1.1959"
"04 Dec 15","1.9692","1.2887"
"03 Dec 15","1.9198","1.2569"
"02 Dec 15","1.801","1.146"
"01 Dec 15","1.8169","1.1571"
"30 Nov 15","1.8788","1.2108"
"27 Nov 15","1.8631","1.1923"
"26 Nov 15","1.8775","1.2022"
"25 Nov 15","1.9266","1.2429"
"24 Nov 15","1.9015","1.218"
"23 Nov 15","1.928","1.2359"
"20 Nov 15","1.9178","1.2246"
"19 Nov 15","1.9324","1.2529"
"18 Nov 15","1.973","1.2846"
"17 Nov 15","2.0169","1.3193"
"16 Nov 15","1.9819","1.2774"
"13 Nov 15","2.0128","1.3227"
"12 Nov 15","2.0449","1.354"
"11 Nov 15","2.0723","1.3807"
"10 Nov 15","2.0615","1.3621"
"09 Nov 15","2.0865","1.3998"
"06 Nov 15","2.068","1.3906"
"05 Nov 15","2.0015","1.3151"
"04 Nov 15","2.0233","1.3479"
"03 Nov 15","1.9959","1.3223"
"02 Nov 15","1.9715","1.2873"
"30 Oct 15","1.9393","1.2597"
"29 Oct 15","1.9465","1.2551"
"28 Oct 15","1.8223","1.1291"
"27 Oct 15","1.7813","1.0921"
"26 Oct 15","1.8486","1.1461"
"23 Oct 15","1.8818","1.175"
"22 Oct 15","1.8399","1.0992"
"21 Oct 15","1.8405","1.1024"
"20 Oct 15","1.8909","1.1586"
"19 Oct 15","1.8656","1.1302"
"16 Oct 15","1.8373","1.1052"
"15 Oct 15","1.8146","1.0877"
"14 Oct 15","1.8029","1.0798"
"13 Oct 15","1.8694","1.1609"
"12 Oct 15","1.8587","1.153"
"09 Oct 15","1.8895","1.188"
"08 Oct 15","1.8413","1.1543"
"07 Oct 15","1.8557","1.1684"
"06 Oct 15","1.8309","1.1405"
"05 Oct 15","1.819","1.1398"
"02 Oct 15","1.739","1.0705"
"01 Oct 15","1.7965","1.124"
"30 Sep 15","1.8137","1.1354"
"29 Sep 15","1.7853","1.122"
"28 Sep 15","1.8128","1.1396"
"25 Sep 15","1.872","1.1955"
"24 Sep 15","1.7736","1.0917"
"23 Sep 15","1.8316","1.1582"
"22 Sep 15","1.813","1.1251"
"21 Sep 15","1.9207","1.2322"
"18 Sep 15","1.8783","1.1915"
"17 Sep 15","1.9765","1.3036"
"16 Sep 15","1.9627","1.2879"
"15 Sep 15","1.9287","1.2443"
"14 Sep 15","1.8753","1.1932"
"11 Sep 15","1.8452","1.1704"
"10 Sep 15","1.8798","1.2175"
"09 Sep 15","1.9028","1.2251"
"08 Sep 15","1.8888","1.204"
"07 Sep 15","1.844","1.1734"
"04 Sep 15","1.8704","1.1841"
"03 Sep 15","1.9515","1.252"
"02 Sep 15","1.9876","1.2881"
"01 Sep 15","1.9775","1.2871"
"28 Aug 15","1.9884","1.2903"
"27 Aug 15","2.0118","1.3002"
"26 Aug 15","1.9903","1.2864"
"25 Aug 15","1.9367","1.2663"
"24 Aug 15","1.8378","1.1757"
"21 Aug 15","1.864","1.202"
"20 Aug 15","1.9046","1.2695"
"19 Aug 15","2.0166","1.3324"
"18 Aug 15","2.02","1.3407"
"17 Aug 15","1.9632","1.2933"
"14 Aug 15","2.013","1.336"
"13 Aug 15","1.983","1.308"
"12 Aug 15","1.9305","1.2763"
"11 Aug 15","1.9363","1.3434"
"10 Aug 15","2.056","1.4038"
"07 Aug 15","1.9974","1.3443"
"06 Aug 15","2.0283","1.389"
"05 Aug 15","2.0962","1.4237"
"04 Aug 15","2.0105","1.3315"
"03 Aug 15","2.014","1.3394"
"31 Jul 15","2.016","1.3418"
"30 Jul 15","2.0987","1.4246"
"29 Jul 15","2.0791","1.4372"
"28 Jul 15","2.0555","1.4195"
"27 Jul 15","2.0416","1.4142"
"24 Jul 15","2.0509","1.4352"
"23 Jul 15","2.1413","1.4901"
"22 Jul 15","2.1495","1.4888"
"21 Jul 15","2.1984","1.5124"
"20 Jul 15","2.1952","1.5145"
"17 Jul 15","2.1998","1.5177"
"16 Jul 15","2.2035","1.4797"
"15 Jul 15","2.2659","1.5303"
"14 Jul 15","2.2794","1.5278"
"13 Jul 15","2.2419","1.529"
"10 Jul 15","2.2132","1.4967"
"09 Jul 15","2.1051","1.3906"
"08 Jul 15","2.0074","1.3566"
"07 Jul 15","1.937","1.2766"
"06 Jul 15","2.1318","1.4458"
"03 Jul 15","2.1148","1.4242"
"02 Jul 15","2.1752","1.4906"
"01 Jul 15","2.2097","1.5"
"30 Jun 15","2.1373","1.4461"
"29 Jun 15","2.1709","1.4836"
"26 Jun 15","2.2682","1.5764"
"25 Jun 15","2.2375","1.5459"
"24 Jun 15","2.2262","1.5284"
"23 Jun 15","2.2099","1.492"
"22 Jun 15","2.1944","1.4751"
"19 Jun 15","2.1048","1.3969"
"18 Jun 15","2.138","1.4251"
"17 Jun 15","2.1601","1.4542"
"16 Jun 15","2.1431","1.3686"
"15 Jun 15","2.1715","1.3699"
"12 Jun 15","2.1143","1.3208"
"11 Jun 15","2.2089","1.3869"
"10 Jun 15","2.2783","1.4542"
"09 Jun 15","2.2343","1.4199"
"08 Jun 15","2.1876","1.3865"
"05 Jun 15","2.1962","1.4342"
"04 Jun 15","2.1148","1.3637"
"03 Jun 15","2.2052","1.4316"
"02 Jun 15","2.0829","1.3599"
"01 Jun 15","1.9479","1.2749"
"29 May 15","1.9324","1.2528"
"28 May 15","1.9403","1.2812"
"27 May 15","1.9932","1.3257"
"26 May 15","1.9923","1.2908"
"22 May 15","2.0189","1.3476"
"21 May 15","2.0659","1.3748"
"20 May 15","2.0673","1.3779"
"19 May 15","2.0474","1.357"
"18 May 15","2.0368","1.3499"
"15 May 15","2.002","1.3087"
"14 May 15","2.0956","1.3892"
"13 May 15","2.072","1.3888"
"12 May 15","2.0836","1.4136"
"11 May 15","2.0331","1.3728"
"08 May 15","1.9469","1.3104"
"07 May 15","2.0297","1.3607"
"06 May 15","2.0766","1.3979"
"05 May 15","2.0844","1.4005"
"01 May 15","1.9431","1.3077"
"30 Apr 15","1.9531","1.2792"
"29 Apr 15","1.9359","1.2912"
"28 Apr 15","1.8176","1.1997"
"27 Apr 15","1.8149","1.1831"
"24 Apr 15","1.7919","1.166"
"23 Apr 15","1.8201","1.1946"
"22 Apr 15","1.8117","1.2137"
"21 Apr 15","1.6911","1.0997"
"20 Apr 15","1.6978","1.0987"
"17 Apr 15","1.7038","1.0942"
"16 Apr 15","1.7326","1.1095"
"15 Apr 15","1.7005","1.0737"
"14 Apr 15","1.6557","1.0267"
"13 Apr 15","1.732","1.0865"
"10 Apr 15","1.7214","1.0678"
"09 Apr 15","1.6998","1.0872"
"08 Apr 15","1.7129","1.0914"
"07 Apr 15","1.7243","1.0724"
"02 Apr 15","1.7212","1.0745"
"01 Apr 15","1.6625","1.0539"
"31 Mar 15","1.6969","1.0701"
"30 Mar 15","1.685","1.0743"
"27 Mar 15","1.605","1.0588"
"26 Mar 15","1.6953","1.1013"
"25 Mar 15","1.6098","1.008"
"24 Mar 15","1.64","1.0224"
"23 Mar 15","1.6351","1.0192"
"20 Mar 15","1.6426","1.0351"
"19 Mar 15","1.6393","1.0354"
"18 Mar 15","1.711","1.0943"
"17 Mar 15","1.7835","1.1654"
"16 Mar 15","1.7862","1.1621"
"13 Mar 15","1.8083","1.1822"
"12 Mar 15","1.8499","1.2315"
"11 Mar 15","1.9179","1.2682"
"10 Mar 15","1.9109","1.2633"
"09 Mar 15","2.0356","1.3742"
"06 Mar 15","2.0492","1.3938"
"05 Mar 15","1.9601","1.3078"
"04 Mar 15","1.9813","1.3308"
"03 Mar 15","1.9449","1.3001"
"02 Mar 15","1.8822","1.2542"
"27 Feb 15","1.8615","1.2447"
"26 Feb 15","1.8071","1.189"
"25 Feb 15","1.7716","1.1572"
"24 Feb 15","1.8229","1.194"
"23 Feb 15","1.8545","1.2187"
"20 Feb 15","1.8242","1.1901"
"19 Feb 15","1.8777","1.2244"
"18 Feb 15","1.8987","1.2428"
"17 Feb 15","1.8122","1.1717"
"16 Feb 15","1.7498","1.1205"
"13 Feb 15","1.7275","1.1042"
"12 Feb 15","1.7242","1.1061"
"11 Feb 15","1.7407","1.1351"
"10 Feb 15","1.7247","1.1299"
"09 Feb 15","1.668","1.0929"
"06 Feb 15","1.7029","1.1332"
"05 Feb 15","1.6045","1.0466"
"04 Feb 15","1.5882","1.0366"
"03 Feb 15","1.5283","0.9967"
"02 Feb 15","1.4403","0.9251"
"30 Jan 15","1.3979","0.8834"
"29 Jan 15","1.4751","0.9389"
"28 Jan 15","1.5146","0.9663"
"27 Jan 15","1.526","0.9765"
